[000:00:17;19] >>> FOX URGENT.  
[000:44:34;06] NERVE PAIN.    TO HEAR MORE OF PHYLLIS'S
[000:44:36;17] STORY, VISIT LYRICA.COM.
[000:44:41;09] There's a reason no one says  "Easy
[000:44:42;02] like Monday morning."  Sundays are
[000:44:43;08] the warrior's day  to unplug and recharge.
[000:44:47;09] What if this feeling could  last all
[000:44:48;00] week?  With CenturyLink as your  trusted
[000:44:51;14] partner, it can.  Our visionary cloud
[000:44:53;13] infrastructure  and global broadband
[000:44:56;12] network  free you to focus  on what
[000:44:58;08] matters.  With custom communications
[000:44:59;23] solutions and dedicated support, 
[000:45:01;12] your business can shine  all week
[000:45:02;02] long.
[000:45:10;29] ♪ ♪  ♪ WONDER IF I GAVE AN OREO ♪
[000:45:15;21] ♪ TO SOMEBODY OUT THERE  WHO I DIDN'T
[000:45:16;14] KNOW ♪  ♪ WOULD THEY LAUGH  AFTER
[000:45:20;10] I'D GONE? ♪  ♪ OR WOULD THEY PASS
[000:45:24;12] THAT WONDER ON? ♪  ♪ I WONDER HOW
[000:45:28;07] IT'D CHANGE  YOUR POINT OF VIEW ♪
[000:45:35;02] ♪ IF I GAVE ONE TO YOU? ♪  ♪ ♪
[000:45:41;15] ♪   (Annoucer) New Beneful Medley's,
[000:45:44;09] in Tuscan, Romana, 
[000:45:47;25] and Mediterranean style  varieties.
[000:45:51;22] ♪
[000:45:58;13] Just mix it in, and take play to 
[000:45:59;03] new places.
[000:46:03;00] Three cans in every pack.
[000:46:06;22] New Beneful Medley's.
[000:46:11;08] WELCOME TO THE NEW BUFFALO...  WHERE
[000:46:12;00] NEW YORK STATE IS  INVESTING ONE BILLION
[000:46:13;06] DOLLARS TO ATTRACT  AND GROW BUSINESS.
[000:46:15;07] WHERE COMPANIES LIKE  GEICO ARE INVESTING
[000:46:17;10] IN TECHNOLOGY & FINANCE.
[000:46:19;01] WELCOME TO THE STATE WHERE  CUTTING
[000:46:19;22] TAXES FOR BUSINESS...
[000:46:20;23] IS OUR BUSINESS.
[000:46:23;20] WELCOME TO THE NEW BUFFALO.
[000:46:25;08] WELCOME TO THE NEW BUFFALO.
[000:46:27;10] WELCOME TO THE NEW BUFFALO.
[000:46:29;22] NEW YORK STATE IS THROWING  OUT THE
[000:46:30;13] OLD RULE BOOK
[000:46:31;20] TO GIVE YOUR  BUSINESS A NEW EDGE,
[000:46:33;16] THE EDGE YOU CAN ONLY  GET IN NEW
[000:46:34;06] YORK STATE.
[000:46:35;10] TO GROW OUR START YOUR  BUSINESS,
[000:46:36;00] VISIT THENEWNY.COM
[000:46:48;13] FOX URGENT.  
[000:46:49;01] I'M HARRIS FAULKNER.  
[000:46:50;04] WE ARE WATCHING A DANGEROUS  
[000:46:52;24] SITUATION UNFOLD AND IT HAS  
[000:46:54;21] BEEN SINCE NOON TODAY.  
[000:46:55;26] IT HAS BEEN BETTER OF SIX HOURS  
[000:46:57;07] OR MORE WHERE THEY HAVE GONE  
[000:46:58;17] FROM WATCHES TO WARNINGS.  
[000:47:00;27] FROM OKLAHOMA TO KANSAS.  
[000:47:02;23] AND IN JUST THE LAST HOUR OR SO  
[000:47:04;29] WE HAVE SEEN MOST OF THOSE GET  
[000:47:06;22] INTO THE WARNING CATEGORY WHICH  
[000:47:08;20] MEANS IT IS HIGHLY POSSIBLE FOR  
[000:47:15;06] TWISTERS TO DROP OUT OF THE  
[000:47:16;21] SKY.  
[000:47:17;04] PROBABLE FOR THEM TO DO SOME  
[000:47:18;10] DAMAGE WHEN THEY DO AND IN FACT  
[000:47:19;29] SOME OF THE AREAS ARE NOW IN  
[000:47:23;08] TORNADO WARNING BEYOND JUST THE  
[000:47:25;01] THUNDERSTORM WARNING MEANING  
[000:47:26;12] THERE HAVE BEEN TOUCHDOWNS ON  
[000:47:27;19] THE GROUND.  
[000:47:28;05] SO FAR TODAY JUST OUR COVERAGE  
[000:47:29;12] ALONE WE COUNTED IS SEVERAL OF  
[000:47:33;12] THEM.  
[000:47:33;26] AND NOW WE ARE STARTING TO SEE  
[000:47:34;29] THE VIDEO COME IN FROM  
[000:47:39;20] STRINGERS.  
[000:47:40;11] I'M TOLD SOME OF THE LIGHTS YOU  
[000:47:41;15] WILL SEE THAT ARE HITTING  
[000:47:43;24] TRANSFORMERS GOING OUT AS THE  
[000:47:45;01] SYSTEMS MOVE THROUGH WITH ALL  
[000:47:46;11] THEIR POWER.  
[000:47:47;01] THIS IS EDMOND, OKLAHOMA WHERE  
[000:47:48;18] WE KNOW THERE WAS A LARGE  
[000:47:52;15] TOUCHDOWN.  
[000:47:53;06] WE TALKED WITH A STORM SPOTTER  
[000:47:54;20] THIS.  
[000:47:55;03] I GOOLSBEE WITH THE VIDEO  
[000:47:56;10] WATCHING WITH YOU AS IT  
[000:47:57;03] HAPPENS.  
[000:47:57;17] DEBRIS METAL ALL SORTS OF  
[000:47:58;24] MESS IN THE THE SKY.  
[000:47:59;24] AND IF YOU ARE HIT BY THAT, CAN  
[000:48:01;11] CUT YOU UP AND DO A WHOLE LOT  
[000:48:03;27] OF DAMAGE.  
[000:48:05;18] FORTUNATELY, THOUGH, THE DAMAGE  
[000:48:06;29] THAT WE ARE HEARING ABOUT IS TO  
[000:48:08;11] THINGS AND NOT PEOPLE AND THAT  
[000:48:09;21] IS THE BLESSING IN ALL OF THIS  
[000:48:11;02] BECAUSE IT DID HAPPEN EARLY IN  
[000:48:12;17] THE DAY.  
[000:48:13;04] PEOPLE HAD THEIR PLANS.  
[000:48:14;28] A LITTLE EASIER TO GET YOUR ACT  
[000:48:17;08] TOGETHER IF YOU CAN SEE IT  
[000:48:20;01] COMING.  
[000:48:20;18] NOW, IT IS GETTING LATER IN THE  
[000:48:22;02] EVENING AND THINGS GETTING MORE  
[000:48:23;18] DANGEROUS BECAUSE OF HEATING  
[000:48:24;23] INDEX THAT HAPPENS IN THE  
[000:48:27;14] LATERITE PART OF THE DAY.  
[000:48:30;12] KOKH HAS DONE A FABULOUS JOB OF  
[000:48:33;18] COORDINATING FOR THEIR OWN  
[000:48:34;21] PEOPLE TO KEEP THEM SAFE.  
[000:48:37;07] WICHITA'S MAYOR SAID THEY ARE  
[000:48:39;03] DOING A FABULOUS JOB.  
[000:48:41;04] THE LOCAL AUTHORITIES ARE  
[000:48:42;13] DEPENDING ON THEIR WEATHER  
[000:48:43;21] PEOPLE TO WARN THEM AND KEEP  
[000:48:44;22] THEM OUT OF HARM'S WAY.  
[000:48:47;21] AS WE TAKE YOU TO THE NEXT  
[000:48:49;12] BREAK LET'S WATCH AND LISTEN.  
[000:48:51;05] FOX 25 OKLAHOMA CITY.  
[000:48:52;17] >> AGAIN, IF YOU ARE IN THE  
[000:48:54;25] ADELOT AREA IT IS HEADED  
[000:48:56;12] TOWARDS YOU.  
[000:48:57;07] THAT IS THE TORNADO RIGHT  
[000:48:58;09] THERE.  
[000:48:58;26] CONTINUES TO BE ON THE GROUND  
[000:48:59;22] AND THIS TORNADO MEANS BUSINESS  
[000:49:01;04] AND IT IS COMING RIGHT TO YOUR  
[000:49:03;09] HOMETOWN IF YOU LIVE IN ADELOT.  
[000:49:06;08] THERE IS THE SIGNATURE RIGHT  
[000:49:07;15] THERE AND SO IF YOU LIVE IN  
[000:49:08;19] THAT AREA YOU NEED TO BE TAKING  
[000:49:10;10] PREHE CAUTIONS RIGHT NOW.  
[000:49:13;18] THERE IS SHAWNEE.
[000:49:40;29] Do we have a mower?  No.
[000:49:42;18] A Trimmer?
[000:49:43;05] No.
[000:49:44;03] We got nothing.
[000:49:44;27] We just bought our first house  we're
[000:49:45;20] on a budget. 
[000:49:46;09] We're not ready for spring.
[000:49:48;01] Well let's get you ready.
[000:49:48;26] Very nice.
[000:49:49;21] You see these various colors.
[000:49:50;18] Got workshops every Saturday.
[000:49:52;02] Yes, maybe a little bit over  here.
[000:49:56;00] Summer's here.  So are the savings.
[000:49:57;25] Not bad.
[000:50:00;13] More saving. More doing.
[000:50:02;03] That's the power of  The Home Depot.
[000:50:03;14] Get special buys on select  Toro products,
[000:50:05;10] like this self propelled  mower just
[000:50:05;29] $274.
[000:50:20;15] ♪ ♪ ♪
[000:50:28;05] SO YOU CAN MAKE EASY, NO-FEE RELOADS
[000:50:28;25] WITH CASH AND CHECKS...
[000:50:35;16] AND KNOW YOU'RE NOT ON YOUR OWN.
[000:50:37;10] SO YOU CAN GET THE RELOADABLE CARD
[000:50:37;29] THAT KEEPS UP WITH YOU.
[000:50:43;26] CHASE LIQUID.
[000:50:45;16] SO YOU CAN.
[000:50:53;28] >>> FOX URGENT.  
[000:50:54;21] LIVE COVERAGE OF THE TORNADO  
[000:50:55;17] OUTBREAK.  
[000:50:56;05] WE KNEW IT WAS COMING, WE  
[000:50:57;12] DIDN'T KNOW IT WOULD BE QUITE  
[000:50:59;00] THIS ACTIVE THOUGH AS EARLY IN  
[000:51:00;18] THE DAY AS IT HAS BEEN ON THIS  
[000:51:02;23] SUNDAY AND NOW IT IS STILL  
[000:51:04;12] COOKING.  
[000:51:06;22] DANGEROUS SITUATIONS IN AND OUT  
[000:51:08;20] FROM OKLAHOMA AND NOW ADD IOWA  
[000:51:11;03] TO THE LIST OF PEOPLE NOW  
[000:51:12;14] MILLIONS OF THEM WHO NEED TO BE  
[000:51:13;25] ON THE LOOKOUT.  
[000:51:14;18] WHAT IS FALLING FROM THE SKY  
[000:51:15;26] AND DOING ALL OF THE DAMAGE  
[000:51:17;04] THAT WE ARE SEEING?  
[000:51:18;15] HOW ABOUT FOUR INCH OF FROST  
[000:51:21;15] SIZED HAIL.  
[000:51:22;13] I SAW FROM THE TWITTER ARE PAGE  
[000:51:25;01] SOMEVE THAT  
[000:51:26;08] IS POSSIBLE.  
[000:51:27;05] MEET KAREN PETERSON ON THE  
[000:51:28;12] GROUND IN EDMOND, OKLAHOMA.  
[000:51:29;20] WE HE KNOW THAT A MONSTER STORM  
[000:51:31;13] TOUCHED DOWN THERE TWISTER  
[000:51:32;23] OUTSIDE OF OKLAHOMA CITY.  
[000:51:33;23] YOU ARE WITH US BY PHONE.  
[000:51:34;29] >> I'M HERE, THANK YOU.  
[000:51:36;02] >> I KNOW YOU TOOK SOME  
[000:51:38;07] PICTURES OF THIS.  
[000:51:39;03] WHAT WAS IT LIKE AS IT WAS  
[000:51:39;29] COMING ACROSS YOUR TOWN?  
[000:51:41;16] >> WELL, WE WERE JUST NORTH OF  
[000:51:43;02] WHERE SOME OF THE TORNADOES HIT  
[000:51:44;28] BUT AS YOU CAN SEE BY THE  
[000:51:46;07] PICTURE THE HAIL WAS VERY HE  
[000:51:47;13] LOUD AND VERY STRONG.  
[000:51:49;20] >> AND I KNOW YOU TOOK SOME  
[000:51:51;29] PICTURES AND TELL ME WHAT I'M  
[000:51:54;17] SEEING?  
[000:51:55;10] >> WELL, AS THE HAIL WAS COMING  
[000:51:57;06] DOWN AT FIRST IT STARTED OUT  
[000:51:58;08] YOU KNOW, LIKE PEA SIZED AND  
[000:52:01;12] THEN GOT TO MORE BIG MARBLES  
[000:52:02;28] AND THEN GOLF BALL WE CAME IN  
[000:52:04;14] THE HOUSE.  
[000:52:05;18] AFTERWARDS WE WENT OUTSIDE TO  
[000:52:06;25] LOOK AROUND AND MY HUSBAND DUG  
[000:52:08;26] A COUPLE OF LARGE HAIL STONES  
[000:52:11;18] THAT HAD ACTUALLY GONE DOWN  
[000:52:13;14] INTO THE GROUND AND I WANTED TO  
[000:52:15;25] FIND SOMETHING TO COMPARE IT TO  
[000:52:17;29] AND THAT IS A GRAPEFRUIT NEXT  
[000:52:22;14] TO THE HAIL PIECES DALLAS.  
[000:52:23;25] >> THAT CAN DO SOME PRETTY BAD  
[000:52:26;04] MEDICAL ATTENTION RELATED  
[000:52:27;08] DAMAGE I WOULD IMAGINE.  
[000:52:28;20] ANYBODY YOU KNOW GET HIT BY  
[000:52:29;29] THAT OR WERE PEOPLE PRETTY MUCH  
[000:52:31;14] TUCKED INSIDE?  
[000:52:33;02] >> WHEN THAT STARTS FALLING  
[000:52:34;11] WHEN IT FIRST STARTS PEOPLE  
[000:52:35;18] LIKE TO GO OUT AND TAKE  
[000:52:37;24] PICTURES BUT ONCE YOU GET INTO  
[000:52:39;26] THE GOLF BALL AND LARGER PEOPLE  
[000:52:41;21] GO INSIDE AND STAY AWAY FROM  
[000:52:43;01] THE WINDOWS.  
[000:52:44;03] WITH THE WIND THAT BLOWS IN  
[000:52:45;01] OKLAHOMA IT CAN CERTAINLY BLOW  
[000:52:46;12] HE A PIECE OF HAIL THAT BIG  
[000:52:47;22] INTO A WINDOW SO YOU DON'T WANT  
[000:52:49;16] TO BE NEAR THE WINDOWS WHEN  
[000:52:51;24] THAT IS FALLING EITHER.  
[000:52:52;25] >> THE CONDITIONS WHERE YOU  
[000:52:53;22] WERE TODAY, IS THAT WITH YOU  
[000:52:55;01] WERE ANTICIPATING,  WHAT THE  
[000:52:56;15] LOCAL AUTHORITIES TOLD YOU  
[000:52:58;12] ABOUT?  
[000:52:58;25] DID YOU HEAR SIRENS.  
[000:53:00;18] >> WE DID HEAR SIRENS BUT MORE  
[000:53:02;25] IMPORTANTLY THAN THAT ALL OF  
[000:53:04;01] THE LOCAL NEWS STATIONS HAVE  
[000:53:05;08] BEEN TALKING ABOUT THIS FOR THE  
[000:53:06;22] LAST COUPLE OF DAYS ACTUALLY  
[000:53:07;29] AND AS IT GETS CLOSER TO THE  
[000:53:09;15] TIME THEY GET MORE AND MORE  
[000:53:12;06] ACCURATE WITH THE BROADCASTS.  
[000:53:13;26] THEY HAVE BEEN TALKING ABOUT  
[000:53:14;27] THIS SENSE THURSDAY OR FRIDAY  
[000:53:16;04] SO PEOPLE HAVE BEEN PREPARING.  
[000:53:17;27] WE MAIDED SURE OUR STORM  
[000:53:19;16] SHELTER WAS CLEANED OUT AND WE  
[000:53:21;01] HAVE BOTTLED WATER.  
[000:53:22;12] CELL PHONES ARE CHARGED UP.  
[000:53:23;26] I HAVE KIDS UP IN STILLWATER IN  
[000:53:26;12] COLLEGE.  
[000:53:27;06] I MADE SURE THEY HAD THEIR CELL  
[000:53:31;14] PHONES CHARGE AND KNEW WHERE  
[000:53:33;25] THEY ARE GOING TO GO IF IT  
[000:53:39;24] HITS.  
[000:53:40;12] >> I'M SURE THAT DID SOME  
[000:53:41;07] DAMAGE BUT I'M GLAD YOU ARE  
[000:53:43;10] OKAY TONIGHT.  
[000:53:44;19] KAREN PETERSON EDMOND, OKLAHOMA  
[000:53:46;05] WITH THE PICTURES OF THE  
[000:53:47;22] GRAPEFRUIT SIZED HAIL TONIGHT.  
[000:53:48;28] THANK YOU VERY MUCH FOR SHARING  
[000:53:50;00] THAT FOR THE COVERAGE TONIGHT.  
[000:53:52;00] STAY SAFE.  
[000:53:52;22] >> THANK YOU SO MUCH.  
[000:53:53;22] >> CONTINUING COVERAGE AFTER  
[000:53:54;27] THE BREAK BECAUSE AGAIN  
[000:53:56;03] MILLIONS OF PEOPLE ARE STILL IN  
[000:53:57;09] THE THE PATH OF THIS THIS  
[000:53:58;03] EVENING AND WITH THE HEATING  
[000:54:00;16] INDEX LATE IN THE DAY IT IS  
[000:54:02;29] STILL VERY DANGEROUS.  
[000:54:04;03] WE WILL BE TON FOR YOU.  
[000:54:06;28] PLUS "HUCKABEE."  
[000:54:08;15] STAY WITH US.
[000:54:10;04] WE'RE NOT IN LONDON,  ARE WE?  NO.
[000:54:12;16] WHY?  APPARENTLY  MY DEBIT CARD IS.
[000:54:14;17] WHAT?  I KNOW.  DON'T WORRY,  WE HAVE
[000:54:16;18] CANCELLED YOUR OLD CARD.  GREAT. THANK
[000:54:18;19] YOU.  IN ADDITION TO US  MONITORING
[000:54:20;00] YOUR ACCOUNTS  FOR UNUSUAL ACTIVITY,
[000:54:22;11] YOU COULD ALSO SET UP  FREE ACCOUNT
[000:54:23;00] ALERTS.  OKAY.    [ Female Announcer
[000:54:25;00] ]    AT WELLS FARGO WE'RE WORKING
[000:54:26;02] AROUND THE CLOCK    TO HELP PROTECT
[000:54:26;25] YOUR MONEY    AND FINANCIAL    INFORMATION.
[000:54:29;26] HERE'S YOUR  TEMPORARY CARD.  WELCOME
[000:54:31;08] BACK.  HOW WAS LONDON?    [ Female
[000:54:32;25] Announcer ]    WHEN PEOPLE TALK, 
[000:54:34;17] GREAT THINGS HAPPEN.
[000:54:38;08] This day calls you.
[000:54:40;05] To fight chronic  osteoarthritis pain.
[000:54:41;09] To fight chronic low  back pain.
[000:54:43;20] To take action.  To take the next
[000:54:44;10] step.
[000:54:46;02] Today, y will know you did  something
[000:54:46;22] for your pain.
[000:54:48;14] Cymbalta can help.  Cymbalta is a
[000:54:49;04] pain reliever
[000:54:51;15] FDA-approved to manage chronic  musculoskeletal
[000:54:52;12] pain.
[000:54:54;23] One non-narcotic pill  a day, every
[000:54:55;14] day
[000:54:57;24] can helpeduce this pain.
[000:55:00;14] Tell your doctor right away if  your
[000:55:01;05] mood worsens,
[000:55:02;00] you have unusual changes  in mood
[000:55:02;20] or behavior 
[000:55:04;17] or thoughts of suicide.
[000:55:06;24] Anti-depressants can increase  these
[000:55:07;16] in children,
[000:55:08;02] teens, and young adults.
[000:55:10;02] Cymbalta inot for children  under
[000:55:10;22] 18.
[000:55:11;06] People taking MAOIs, linezolid  or
[000:55:11;24] thioridazine or with
[000:55:13;07] uncontrolled glaucoma should  not
[000:55:13;27] take Cymbalta.
[000:55:16;21] Taking it with NSAID pain  relievers,
[000:55:17;13] aspirin
[000:55:18;24] or blood thinners may increase  bleeding
[000:55:19;17] risk.
[000:55:20;29] Severe liver problems, some  fatal,
[000:55:21;20] were reported.
[000:55:22;25] Signs include abdominal pain  and
[000:55:23;15] yellowing skin or eyes.
[000:55:25;03] Tell your doctor about all your  medicines,
[000:55:25;28] including those for
[000:55:28;02] migraine and while on Cymbalta  call
[000:55:28;24] right away if you have
[000:55:30;17] high fever, confusion and stiff  muscles
[000:55:31;11] or serious allergic
[000:55:33;17] skin reactions like blisters  peeling
[000:55:34;08] rash, hives, or
[000:55:36;09] mouth sores to address possible  life-threatening
[000:55:37;08] conditions.
[000:55:39;06] Talk about your alcohol use,  lir
[000:55:39;26] disease and before you
[000:55:41;23] reduce or stop Cymbalta.
[000:55:44;23] Dizziness or fainting may occur  upon
[000:55:45;15] standing.
[000:55:46;08] Take the next step.  Talk to your
[000:55:46;28] doctor.
[000:55:48;29] Cymbalta can help.
[000:55:56;10] Man: The charcoal went out  already?
[000:55:58;07] ... Forget it.
[000:55:58;27] VO: There's more barbeque time  in
[000:55:59;15] every bag of 
[000:56:00;04] Kingsford Original Charcoal.
[000:56:02;05] Kingsford.
[000:56:04;19] Slow down and grill.
[000:56:07;15] ♪ ♪  [ Agent Smith ]  I'VE FOUND SOFTWARE
[000:56:12;18] THAT INTRIGUES ME.  IT APPEARS  IT'S
[000:56:16;18] AN AGENT OF GOOD.  ♪ ♪  [ Agent Smith
[000:56:21;25] ]  GE SOFTWARE CONNECTS PATIENTS 
[000:56:24;11] TO NURSES  TO THE RIGHT MACHINES 
[000:56:28;03] WHILE DRAMATICALLY  REDUCING WAITING
[000:56:28;24] TIME.  [ telephone ringing ]  NOW
[000:56:30;19] A WAITING ROOM  IS JUST A ROOM.  [
[000:56:35;15] static warbles ]
[000:57:08;02] MINE WAS EARNED        IN DJIBOUTI
[000:57:08;25] AFRICA. 2004.  VIETNAM IN 1972.
[000:57:12;29] [ All ]            FORT BENNING, GEORGIA
[000:57:13;25] IN 1999.
[000:57:16;02] [ Male Announcer ]      USAA AUTO
[000:57:16;24] INSURANCE     IS OFTEN HANDED DOWN
[000:57:19;03] FROM GENERATION TO GENERATION.
[000:57:20;13] BECAUSE IT OFFERS           A SUPERIOR
[000:57:21;09] LEVEL OF PROTECTION
[000:57:23;04] AND BECAUSE USAA'S COMMITMENT    
[000:57:23;27] TO SERVE MILITARY MEMBERS,  
[000:57:26;22] VETERANS, AND THEIR FAMILIES     
[000:57:27;17] IS WITHOUT EQUAL.      
[000:57:30;05] BEGIN YOUR LEGACY,         GET AN
[000:57:30;27] AUTO INSURANCE QUOTE.
[000:57:33;15] USAA. WE KNOW         WHAT IT MEANS
[000:57:34;06] TO SERVE.
[000:57:44;19] I'M HARRIS FAULKNER.  
[000:57:45;09] HUCKABEE IN JUST MOMENTS.  
[000:57:46;18] FIRST, WE ARE WATCHING THE  
[000:57:47;28] SEVERE ARE STORM SYSTEM  
[000:57:49;13] BRINGING DANGEROUS TORNADOES  
[000:57:51;02] ACROSS THE CENTRAL UNITED  
[000:57:53;12] STATES.  
[000:57:53;26] WE WANT TO CHECK IN WITH THE  
[000:57:54;22] LATEST WITH METEOROLOGIST  
[000:57:55;25] JANICE DEAN IN THE FOX WEATHER  
[000:57:57;06] CENTER.  
[000:57:57;26] MOMENTS AGO WE HAD ENORMOUS  
[000:57:59;09] TOUCHDOWN AND I'M SEEING  
[000:58:00;08] REPORTS OF DAMAGE.  
[000:58:02;02] TELL US WHERE?  
[000:58:03;16] >> SOUTH AND EAST OF OKLAHOMA  
[000:58:05;26] CITY.  
[000:58:06;10] TORNADO WATCHES IN EFFECT FROM  
[000:58:07;14] OKLAHOMA ALL THE WAY UP TOWARDS  
[000:58:10;04] THE WESTERN GREAT LAKES  
[000:58:12;02] HARRIS.  
[000:58:12;18] THE WORST OF THE DAMAGE RIGHT  
[000:58:14;03] NOW OCCURRING IN OKLAHOMA AS  
[000:58:15;23] THE CELLS JUST ERUPT AHEAD OF  
[000:58:18;05] THE COLD FRONT.  
[000:58:19;15] THESE ROGUE SUPERCELLS AND WHEN  
[000:58:20;29] YOU ARE AHEAD OF THE COLD FRONT  
[000:58:22;14] THAT IS WHEN WE PARTICULARLY  
[000:58:24;09] SEE THINGS START TO
